date,transaction_description,category,amount,type,year,month,years_month,abs_amount
2022-04-02,Indicate herself.,Shopping,755.18,expense,2022,April,2022-04,755.18
2022-04-03,Listen check receive.,Salary,1740.54,expense,2022,April,2022-04,1740.54
2022-04-03,Inside big minute.,Shopping,169.7,expense,2022,April,2022-04,169.7
2022-04-04,Store bit responsibility brother.,Utilities,1310.53,expense,2022,April,2022-04,1310.53
2022-04-05,Marriage participant.,Utilities,1985.77,expense,2022,April,2022-04,1985.77
2022-04-08,Win group important civil nature.,Utilities,1458.44,expense,2022,April,2022-04,1458.44
2022-04-09,Former able public trade.,Food & Drink,1514.8,expense,2022,April,2022-04,1514.8
2022-04-09,Chance bed memory rich.,Salary,1350.26,expense,2022,April,2022-04,1350.26
2022-04-10,Popular lead with.,Shopping,1648.49,expense,2022,April,2022-04,1648.49
2022-04-10,Anyone spend them system.,Health & Fitness,318.69,expense,2022,April,2022-04,318.69
2022-04-16,International break surface three.,Investment,763.0,expense,2022,April,2022-04,763.0
2022-04-18,Professional color group.,Shopping,1233.7,expense,2022,April,2022-04,1233.7
2022-04-18,Environmental run head garden box.,Food & Drink,488.93,expense,2022,April,2022-04,488.93
2022-04-21,Even history surface son.,Investment,4157.0,expense,2022,April,2022-04,4157.0
2022-04-22,Car risk.,Food & Drink,497.02,expense,2022,April,2022-04,497.02
2022-04-22,Indeed opportunity.,Other,2419.0,income,2022,April,2022-04,2419.0
2022-04-24,Consider here grow agreement.,Food & Drink,288.87,expense,2022,April,2022-04,288.87
2022-04-24,Turn both in animal.,Entertainment,1633.41,expense,2022,April,2022-04,1633.41
2022-04-29,Actually than modern season.,Health & Fitness,1159.17,expense,2022,April,2022-04,1159.17
2022-04-30,Within prove full.,Health & Fitness,481.44,expense,2022,April,2022-04,481.44
2022-05-02,Believe product eat generation put.,Entertainment,832.98,expense,2022,May,2022-05,832.98
2022-05-02,Stuff next write.,Utilities,1255.73,expense,2022,May,2022-05,1255.73
2022-05-03,Poor church.,Salary,103.3,expense,2022,May,2022-05,103.3
2022-05-05,Thank avoid man drive.,Shopping,1573.75,expense,2022,May,2022-05,1573.75
2022-05-05,Medical nearly.,Shopping,822.44,expense,2022,May,2022-05,822.44
2022-05-06,Stage bad know of.,Utilities,1511.29,expense,2022,May,2022-05,1511.29
2022-05-07,Language budget market president.,Entertainment,608.47,expense,2022,May,2022-05,608.47
2022-05-07,Include news a before.,Salary,1830.33,expense,2022,May,2022-05,1830.33
2022-05-07,None pressure lay future stay.,Shopping,1119.0,expense,2022,May,2022-05,1119.0
2022-05-08,Forward should outside respond.,Investment,2588.0,expense,2022,May,2022-05,2588.0
2022-05-08,Box service develop game.,Rent,1845.23,expense,2022,May,2022-05,1845.23
2022-05-09,Miss reduce animal clearly cell.,Rent,1075.91,expense,2022,May,2022-05,1075.91
2022-05-09,Effect cultural.,Food & Drink,544.24,expense,2022,May,2022-05,544.24
2022-05-11,Democratic station course full.,Food & Drink,1748.5,expense,2022,May,2022-05,1748.5
2022-05-13,Unit study.,Investment,4427.0,expense,2022,May,2022-05,4427.0
2022-05-13,Leader operation mean white.,Health & Fitness,613.34,expense,2022,May,2022-05,613.34
2022-05-14,Save network item one under.,Entertainment,1874.95,expense,2022,May,2022-05,1874.95
2022-05-19,Community spring billion price paper.,Rent,1496.29,expense,2022,May,2022-05,1496.29
2022-05-19,Thing industry participant realize.,Entertainment,1394.3,expense,2022,May,2022-05,1394.3
2022-05-20,Huge garden family.,Shopping,1831.1,expense,2022,May,2022-05,1831.1
2022-05-20,Include record security.,Travel,767.52,expense,2022,May,2022-05,767.52
2022-05-22,Team republican very plan cut.,Health & Fitness,623.76,expense,2022,May,2022-05,623.76
2022-05-23,Tv car report window.,Salary,937.35,expense,2022,May,2022-05,937.35
2022-05-24,My pm report set.,Salary,1525.64,expense,2022,May,2022-05,1525.64
2022-05-24,Old wall report purpose.,Entertainment,747.7,expense,2022,May,2022-05,747.7
2022-05-25,There institution actually.,Entertainment,1485.09,expense,2022,May,2022-05,1485.09
2022-05-27,Herself apply.,Other,2918.0,income,2022,May,2022-05,2918.0
2022-05-28,Environment size worker.,Other,2384.0,income,2022,May,2022-05,2384.0
2022-05-29,Style real far.,Entertainment,1003.61,expense,2022,May,2022-05,1003.61
2022-05-29,Grow laugh.,Health & Fitness,522.08,expense,2022,May,2022-05,522.08
2022-05-30,Score night down.,Salary,927.05,expense,2022,May,2022-05,927.05
2022-05-30,Unit hold.,Health & Fitness,346.84,expense,2022,May,2022-05,346.84
2022-05-31,Approach season data than team.,Salary,376.26,expense,2022,May,2022-05,376.26
2022-06-01,Treatment relate positive.,Food & Drink,1052.65,expense,2022,June,2022-06,1052.65
2022-06-01,Cultural right cover large work.,Rent,1890.92,expense,2022,June,2022-06,1890.92
2022-06-04,While same budget.,Food & Drink,830.66,expense,2022,June,2022-06,830.66
2022-06-04,Evidence enough claim suffer.,Entertainment,145.26,expense,2022,June,2022-06,145.26
2022-06-06,Letter visit always up.,Investment,4642.0,expense,2022,June,2022-06,4642.0
2022-06-07,Past product make of group.,Food & Drink,1239.49,expense,2022,June,2022-06,1239.49
2022-06-07,Detail contain attention measure indeed.,Salary,1321.98,expense,2022,June,2022-06,1321.98
2022-06-11,Begin determine degree forward.,Other,597.0,income,2022,June,2022-06,597.0
2022-06-11,Despite sell most.,Other,4888.0,income,2022,June,2022-06,4888.0
2022-06-12,Boy generation.,Food & Drink,1009.41,expense,2022,June,2022-06,1009.41
2022-06-12,Truth during always those high.,Shopping,1614.27,expense,2022,June,2022-06,1614.27
2022-06-12,Either rich agency might.,Rent,1836.92,expense,2022,June,2022-06,1836.92
2022-06-13,Sort knowledge analysis together court.,Entertainment,391.94,expense,2022,June,2022-06,391.94
2022-06-17,Way cold.,Health & Fitness,541.98,expense,2022,June,2022-06,541.98
2022-06-17,Account assume prove similar ten.,Health & Fitness,1919.0,expense,2022,June,2022-06,1919.0
2022-06-18,Day stock.,Entertainment,1980.56,expense,2022,June,2022-06,1980.56
2022-06-19,Section child.,Rent,1310.93,expense,2022,June,2022-06,1310.93
2022-06-20,Also available concern edge.,Food & Drink,196.07,expense,2022,June,2022-06,196.07
2022-06-21,Start treat imagine later identify.,Salary,121.67,expense,2022,June,2022-06,121.67
2022-06-21,Hope brother.,Investment,1177.0,expense,2022,June,2022-06,1177.0
2022-06-23,As second animal summer group.,Shopping,1293.37,expense,2022,June,2022-06,1293.37
2022-06-23,Face rate.,Rent,1790.63,expense,2022,June,2022-06,1790.63
2022-06-25,She join house.,Entertainment,430.72,expense,2022,June,2022-06,430.72
2022-06-25,Choose detail section someone.,Salary,549.48,expense,2022,June,2022-06,549.48
2022-06-26,Whether century quality.,Travel,1799.63,expense,2022,June,2022-06,1799.63
2022-06-26,Network never.,Food & Drink,366.92,expense,2022,June,2022-06,366.92
2022-06-30,Above others.,Food & Drink,1923.32,expense,2022,June,2022-06,1923.32
2022-07-01,Water fight security tough gas.,Shopping,1858.46,expense,2022,July,2022-07,1858.46
2022-07-02,Central contain pattern education boy.,Entertainment,1137.72,expense,2022,July,2022-07,1137.72
2022-07-04,Surface usually.,Health & Fitness,773.85,expense,2022,July,2022-07,773.85
2022-07-04,Popular available public economy.,Rent,1006.58,expense,2022,July,2022-07,1006.58
2022-07-04,Maintain former campaign pretty beyond.,Food & Drink,204.39,expense,2022,July,2022-07,204.39
2022-07-05,Fish late pattern.,Rent,687.78,expense,2022,July,2022-07,687.78
2022-07-06,Charge note space when collection.,Shopping,1938.15,expense,2022,July,2022-07,1938.15
2022-07-13,Size republican political.,Travel,1569.26,expense,2022,July,2022-07,1569.26
2022-07-17,Care run there leg.,Entertainment,718.06,expense,2022,July,2022-07,718.06
2022-07-17,Main board population.,Shopping,379.62,expense,2022,July,2022-07,379.62
2022-07-17,Teach cause mrs.,Shopping,180.53,expense,2022,July,2022-07,180.53
2022-07-18,Baby away affect medical all.,Entertainment,1429.09,expense,2022,July,2022-07,1429.09
2022-07-18,If operation trade necessary myself.,Investment,3612.0,expense,2022,July,2022-07,3612.0
2022-07-19,President chance hotel through.,Utilities,1481.91,expense,2022,July,2022-07,1481.91
2022-07-20,Let member however.,Rent,192.13,expense,2022,July,2022-07,192.13
2022-07-22,Production summer.,Salary,726.24,expense,2022,July,2022-07,726.24
2022-07-25,Cell city not not the.,Utilities,183.72,expense,2022,July,2022-07,183.72
2022-07-27,Voice american seven discussion.,Shopping,215.55,expense,2022,July,2022-07,215.55
2022-07-27,Doctor protect military social.,Investment,3157.0,expense,2022,July,2022-07,3157.0
2022-07-27,Truth thing always possible.,Food & Drink,590.78,expense,2022,July,2022-07,590.78
2022-07-27,Plant event score official now.,Rent,1452.44,expense,2022,July,2022-07,1452.44
2022-07-28,Half president structure might.,Entertainment,1148.2,expense,2022,July,2022-07,1148.2
2022-07-28,Might good test.,Other,1888.0,income,2022,July,2022-07,1888.0
2022-07-29,Thought according think key.,Other,2698.0,income,2022,July,2022-07,2698.0
2022-07-30,Method exactly.,Rent,342.74,expense,2022,July,2022-07,342.74
2022-07-31,Church own stage.,Travel,973.62,expense,2022,July,2022-07,973.62
2022-08-02,Specific result loss long.,Other,2520.0,income,2022,August,2022-08,2520.0
2022-08-02,Claim street against amount of.,Salary,1191.67,expense,2022,August,2022-08,1191.67
2022-08-03,Picture always occur.,Investment,1609.0,expense,2022,August,2022-08,1609.0
2022-08-04,Election conference when.,Shopping,671.11,expense,2022,August,2022-08,671.11
2022-08-06,These road.,Health & Fitness,886.04,expense,2022,August,2022-08,886.04
2022-08-07,Describe paper.,Utilities,607.87,expense,2022,August,2022-08,607.87
2022-08-12,Color store over some.,Entertainment,963.23,expense,2022,August,2022-08,963.23
2022-08-13,Process enough right garden law.,Other,3114.0,income,2022,August,2022-08,3114.0
2022-08-15,Her car admit.,Salary,1935.85,expense,2022,August,2022-08,1935.85
2022-08-15,Range step painting concern.,Health & Fitness,758.35,expense,2022,August,2022-08,758.35
2022-08-16,Me brother lot candidate owner.,Shopping,736.38,expense,2022,August,2022-08,736.38
2022-08-16,Miss have analysis morning.,Entertainment,1188.53,expense,2022,August,2022-08,1188.53
2022-08-17,Smile high open scientist.,Food & Drink,1906.48,expense,2022,August,2022-08,1906.48
2022-08-18,International effort.,Entertainment,882.53,expense,2022,August,2022-08,882.53
2022-08-19,Exist theory.,Rent,1639.74,expense,2022,August,2022-08,1639.74
2022-08-21,Country remember smile.,Shopping,1349.23,expense,2022,August,2022-08,1349.23
2022-08-21,Brother according pressure reach firm.,Other,2482.0,income,2022,August,2022-08,2482.0
2022-08-22,Choice prepare.,Utilities,1433.32,expense,2022,August,2022-08,1433.32
2022-08-22,Talk interest hand.,Rent,903.64,expense,2022,August,2022-08,903.64
2022-08-23,Sense including six lot.,Shopping,1073.39,expense,2022,August,2022-08,1073.39
2022-08-24,Never effect fill general relationship.,Shopping,1091.85,expense,2022,August,2022-08,1091.85
2022-08-26,Security land record.,Health & Fitness,1406.25,expense,2022,August,2022-08,1406.25
2022-08-26,Democrat hundred.,Rent,227.65,expense,2022,August,2022-08,227.65
2022-08-28,Pass range appear home player.,Health & Fitness,341.01,expense,2022,August,2022-08,341.01
2022-08-29,Likely outside because.,Shopping,1933.95,expense,2022,August,2022-08,1933.95
2022-08-30,He participant right.,Shopping,220.83,expense,2022,August,2022-08,220.83
2022-08-31,Prevent expert white arm similar.,Investment,4683.0,expense,2022,August,2022-08,4683.0
2022-08-31,Keep cut prevent sound.,Entertainment,897.1,expense,2022,August,2022-08,897.1
2022-09-01,Almost outside middle.,Utilities,696.49,expense,2022,September,2022-09,696.49
2022-09-02,College already dream a church.,Investment,2920.0,expense,2022,September,2022-09,2920.0
2022-09-03,Good house only military.,Rent,240.98,expense,2022,September,2022-09,240.98
2022-09-03,Near risk.,Utilities,703.17,expense,2022,September,2022-09,703.17
2022-09-03,Give white everybody paper create.,Entertainment,1047.02,expense,2022,September,2022-09,1047.02
2022-09-04,Above company media next me.,Rent,881.95,expense,2022,September,2022-09,881.95
2022-09-04,Sort what.,Health & Fitness,143.68,expense,2022,September,2022-09,143.68
2022-09-05,Economic kind help low during.,Investment,685.0,expense,2022,September,2022-09,685.0
2022-09-06,Race to television loss.,Rent,1357.51,expense,2022,September,2022-09,1357.51
2022-09-07,Him small.,Investment,4727.0,expense,2022,September,2022-09,4727.0
2022-09-08,Son include good.,Investment,3211.0,expense,2022,September,2022-09,3211.0
2022-09-10,Red enjoy.,Salary,471.39,expense,2022,September,2022-09,471.39
2022-09-11,Human see.,Utilities,380.91,expense,2022,September,2022-09,380.91
2022-09-11,Never condition.,Shopping,68.09,expense,2022,September,2022-09,68.09
2022-09-12,Despite off consumer second.,Entertainment,904.65,expense,2022,September,2022-09,904.65
2022-09-14,Say dog drug enter.,Food & Drink,1412.42,expense,2022,September,2022-09,1412.42
2022-09-15,Strong student green.,Rent,1158.92,expense,2022,September,2022-09,1158.92
2022-09-15,Turn put professional.,Utilities,737.93,expense,2022,September,2022-09,737.93
2022-09-17,When summer he firm together.,Investment,2649.0,expense,2022,September,2022-09,2649.0
2022-09-18,Make worker trouble.,Salary,1060.15,expense,2022,September,2022-09,1060.15
2022-09-19,Develop office approach son.,Shopping,1226.5,expense,2022,September,2022-09,1226.5
2022-09-19,Allow girl team simply lead.,Health & Fitness,710.45,expense,2022,September,2022-09,710.45
2022-09-21,Least ready activity decision ok.,Utilities,1629.34,expense,2022,September,2022-09,1629.34
2022-09-23,Party employee nature down.,Travel,1838.18,expense,2022,September,2022-09,1838.18
2022-09-26,Gas contain interest industry sell.,Utilities,633.24,expense,2022,September,2022-09,633.24
2022-09-26,Evidence conference capital office.,Rent,374.26,expense,2022,September,2022-09,374.26
2022-09-28,Result sound.,Shopping,842.3,expense,2022,September,2022-09,842.3
2022-09-29,Task cultural son school.,Other,3965.0,income,2022,September,2022-09,3965.0
2022-09-29,Computer matter.,Investment,1866.0,expense,2022,September,2022-09,1866.0
2022-09-30,Result size feel no nothing.,Utilities,382.33,expense,2022,September,2022-09,382.33
2022-10-01,Real art.,Food & Drink,1732.39,expense,2022,October,2022-10,1732.39
2022-10-02,Stuff benefit seat employee.,Salary,281.7,expense,2022,October,2022-10,281.7
2022-10-03,Newspaper special general in go.,Salary,824.18,expense,2022,October,2022-10,824.18
2022-10-04,Office power company sister great.,Salary,982.51,expense,2022,October,2022-10,982.51
2022-10-04,Simple land bad party.,Investment,2306.0,expense,2022,October,2022-10,2306.0
2022-10-05,What than political up instead.,Travel,457.44,expense,2022,October,2022-10,457.44
2022-10-08,Support author class direction.,Salary,1135.64,expense,2022,October,2022-10,1135.64
2022-10-10,Report painting house.,Salary,1103.96,expense,2022,October,2022-10,1103.96
2022-10-12,Security minute late cold.,Investment,2694.0,expense,2022,October,2022-10,2694.0
2022-10-12,Road product wait.,Health & Fitness,1088.67,expense,2022,October,2022-10,1088.67
2022-10-13,Cold billion as.,Salary,1097.24,expense,2022,October,2022-10,1097.24
2022-10-19,Approach side model you billion.,Rent,1474.62,expense,2022,October,2022-10,1474.62
2022-10-19,Pressure those.,Entertainment,602.44,expense,2022,October,2022-10,602.44
2022-10-20,Easy exist phone.,Salary,533.0,expense,2022,October,2022-10,533.0
2022-10-21,Stuff agreement professional team foot.,Rent,883.75,expense,2022,October,2022-10,883.75
2022-10-22,Window music evening know.,Entertainment,427.66,expense,2022,October,2022-10,427.66
2022-10-23,Opportunity lead see.,Health & Fitness,1723.49,expense,2022,October,2022-10,1723.49
2022-10-25,Model police finally girl.,Shopping,340.3,expense,2022,October,2022-10,340.3
2022-10-28,Source kind hand.,Investment,2195.0,expense,2022,October,2022-10,2195.0
2022-10-30,Field a spring.,Health & Fitness,1069.24,expense,2022,October,2022-10,1069.24
2022-10-31,Expert movement reach man.,Utilities,654.07,expense,2022,October,2022-10,654.07
2022-11-03,Across involve fall.,Travel,1149.74,expense,2022,November,2022-11,1149.74
2022-11-04,Nature country.,Rent,279.82,expense,2022,November,2022-11,279.82
2022-11-05,House clear say hope.,Shopping,1838.35,expense,2022,November,2022-11,1838.35
2022-11-07,Enjoy instead dream.,Utilities,1405.84,expense,2022,November,2022-11,1405.84
2022-11-07,Possible mother especially.,Investment,3138.0,expense,2022,November,2022-11,3138.0
2022-11-09,Consumer face.,Shopping,984.02,expense,2022,November,2022-11,984.02
2022-11-10,Laugh red man fly charge.,Travel,1259.35,expense,2022,November,2022-11,1259.35
2022-11-13,Control bill.,Rent,1270.92,expense,2022,November,2022-11,1270.92
2022-11-14,Resource road do.,Rent,811.67,expense,2022,November,2022-11,811.67
2022-11-14,Management game.,Health & Fitness,914.84,expense,2022,November,2022-11,914.84
2022-11-15,Your less social form.,Food & Drink,1739.13,expense,2022,November,2022-11,1739.13
2022-11-17,Entire hotel.,Rent,1464.55,expense,2022,November,2022-11,1464.55
2022-11-17,Consider time economic high.,Health & Fitness,1701.71,expense,2022,November,2022-11,1701.71
2022-11-18,Window research his.,Shopping,443.48,expense,2022,November,2022-11,443.48
2022-11-19,Scene almost leave.,Entertainment,994.48,expense,2022,November,2022-11,994.48
2022-11-21,Program decade home which view.,Travel,682.13,expense,2022,November,2022-11,682.13
2022-11-22,Rock seat near business loss.,Salary,1578.72,expense,2022,November,2022-11,1578.72
2022-11-26,Growth appear project.,Food & Drink,101.43,expense,2022,November,2022-11,101.43
2022-11-26,Plan foot cold.,Salary,42.4,expense,2022,November,2022-11,42.4
2022-11-28,Build smile across among situation.,Utilities,888.16,expense,2022,November,2022-11,888.16
2022-11-28,Choice side eat matter rather.,Other,2157.0,income,2022,November,2022-11,2157.0
2022-12-01,Art green child movie blue.,Utilities,1765.47,expense,2022,December,2022-12,1765.47
2022-12-03,First next popular.,Travel,195.75,expense,2022,December,2022-12,195.75
2022-12-04,Run again help right.,Rent,749.97,expense,2022,December,2022-12,749.97
2022-12-05,Magazine join.,Utilities,113.06,expense,2022,December,2022-12,113.06
2022-12-05,Recent couple cost girl run.,Entertainment,864.17,expense,2022,December,2022-12,864.17
2022-12-07,Trial never attention choice fast.,Investment,508.0,expense,2022,December,2022-12,508.0
2022-12-12,Happen a point here control.,Rent,274.07,expense,2022,December,2022-12,274.07
2022-12-13,Task simply draw return probably.,Salary,28.48,expense,2022,December,2022-12,28.48
2022-12-15,Couple raise she child.,Rent,1976.43,expense,2022,December,2022-12,1976.43
2022-12-16,Important focus benefit probably.,Utilities,960.62,expense,2022,December,2022-12,960.62
2022-12-18,Condition all blood.,Rent,1464.22,expense,2022,December,2022-12,1464.22
2022-12-22,All politics.,Other,3511.0,income,2022,December,2022-12,3511.0
2022-12-28,Moment red eight hand.,Utilities,771.61,expense,2022,December,2022-12,771.61
2022-12-30,Us decade.,Utilities,1286.74,expense,2022,December,2022-12,1286.74
2022-12-31,Life police.,Rent,1065.71,expense,2022,December,2022-12,1065.71
2023-01-03,Sea three state some around.,Investment,4105.0,expense,2023,January,2023-01,4105.0
2023-01-04,American audience fight war whether.,Entertainment,1259.88,expense,2023,January,2023-01,1259.88
2023-01-04,Rise mother.,Other,4124.0,income,2023,January,2023-01,4124.0
2023-01-06,Moment eat personal.,Rent,1794.22,expense,2023,January,2023-01,1794.22
2023-01-09,See indeed black police group.,Investment,3645.0,expense,2023,January,2023-01,3645.0
2023-01-10,Third coach congress husband.,Shopping,635.86,expense,2023,January,2023-01,635.86
2023-01-11,Move outside value.,Other,1190.0,income,2023,January,2023-01,1190.0
2023-01-13,Yard foot he share issue.,Travel,1560.15,expense,2023,January,2023-01,1560.15
2023-01-15,Drive nation heart nearly season.,Travel,418.84,expense,2023,January,2023-01,418.84
2023-01-16,Language however risk work.,Entertainment,1498.21,expense,2023,January,2023-01,1498.21
2023-01-17,Career three according worker democrat.,Food & Drink,1569.77,expense,2023,January,2023-01,1569.77
2023-01-18,Sign wall.,Entertainment,994.83,expense,2023,January,2023-01,994.83
2023-01-19,Memory number occur behind leave.,Other,1081.0,income,2023,January,2023-01,1081.0
2023-01-19,Enter threat economic.,Food & Drink,1973.9,expense,2023,January,2023-01,1973.9
2023-01-19,Begin hundred truth.,Utilities,779.81,expense,2023,January,2023-01,779.81
2023-01-19,Society common stay ready.,Shopping,737.17,expense,2023,January,2023-01,737.17
2023-01-19,Organization feel.,Salary,1909.36,expense,2023,January,2023-01,1909.36
2023-01-20,Bad argue side girl.,Food & Drink,1178.85,expense,2023,January,2023-01,1178.85
2023-01-21,Us building side section.,Investment,826.0,expense,2023,January,2023-01,826.0
2023-01-21,Him fight american music change.,Shopping,1018.16,expense,2023,January,2023-01,1018.16
2023-01-22,Check purpose young.,Shopping,852.91,expense,2023,January,2023-01,852.91
2023-01-23,Offer bed it skill challenge.,Utilities,562.16,expense,2023,January,2023-01,562.16
2023-01-23,Live seat.,Entertainment,1948.88,expense,2023,January,2023-01,1948.88
2023-01-23,Energy huge its recently.,Other,3700.0,income,2023,January,2023-01,3700.0
2023-01-24,Nice maintain present cultural.,Rent,627.24,expense,2023,January,2023-01,627.24
2023-01-24,Drug entire involve.,Entertainment,125.23,expense,2023,January,2023-01,125.23
2023-01-24,Both including.,Other,1450.0,income,2023,January,2023-01,1450.0
2023-01-24,Couple general pretty show.,Food & Drink,625.49,expense,2023,January,2023-01,625.49
2023-01-24,Pattern wrong kind certainly.,Utilities,247.69,expense,2023,January,2023-01,247.69
2023-01-24,Current health serious.,Food & Drink,336.03,expense,2023,January,2023-01,336.03
2023-01-25,Science drug.,Travel,342.26,expense,2023,January,2023-01,342.26
2023-01-26,Add really born.,Other,1467.0,income,2023,January,2023-01,1467.0
2023-01-27,Age decade mrs data.,Food & Drink,676.67,expense,2023,January,2023-01,676.67
2023-01-27,Nature performance yeah.,Rent,533.27,expense,2023,January,2023-01,533.27
2023-01-28,On professional analysis color.,Rent,997.33,expense,2023,January,2023-01,997.33
2023-01-29,Smile peace apply.,Food & Drink,1004.22,expense,2023,January,2023-01,1004.22
2023-01-29,Home even.,Health & Fitness,323.05,expense,2023,January,2023-01,323.05
2023-01-30,Affect test.,Rent,464.52,expense,2023,January,2023-01,464.52
2023-01-31,Woman meet report.,Food & Drink,1718.79,expense,2023,January,2023-01,1718.79
2023-01-31,Term mother cost may.,Investment,4364.0,expense,2023,January,2023-01,4364.0
2023-02-01,Unit again easy morning four.,Utilities,366.13,expense,2023,February,2023-02,366.13
2023-02-02,Adult range green.,Food & Drink,1110.2,expense,2023,February,2023-02,1110.2
2023-02-03,You without every.,Shopping,456.79,expense,2023,February,2023-02,456.79
2023-02-06,Election hit yourself wrong want.,Health & Fitness,549.8,expense,2023,February,2023-02,549.8
2023-02-07,Charge today prevent.,Other,1478.0,income,2023,February,2023-02,1478.0
2023-02-07,Minute question their rather.,Food & Drink,366.9,expense,2023,February,2023-02,366.9
2023-02-08,Of interview fine.,Food & Drink,1908.62,expense,2023,February,2023-02,1908.62
2023-02-08,My deal catch must.,Other,2812.0,income,2023,February,2023-02,2812.0
2023-02-09,Finally relate model.,Travel,661.33,expense,2023,February,2023-02,661.33
2023-02-12,Yet wish certain usually.,Food & Drink,744.15,expense,2023,February,2023-02,744.15
2023-02-13,Attack mouth rest contain.,Travel,1481.76,expense,2023,February,2023-02,1481.76
2023-02-15,She they.,Health & Fitness,1187.46,expense,2023,February,2023-02,1187.46
2023-02-16,Field seat start pm.,Entertainment,1467.6,expense,2023,February,2023-02,1467.6
2023-02-18,Single blood continue.,Entertainment,309.63,expense,2023,February,2023-02,309.63
2023-02-20,Note discuss discussion reach grow.,Food & Drink,473.67,expense,2023,February,2023-02,473.67
2023-02-20,Maybe painting republican.,Food & Drink,1902.47,expense,2023,February,2023-02,1902.47
2023-02-22,System man case.,Other,3019.0,income,2023,February,2023-02,3019.0
2023-02-22,Allow share address.,Investment,3939.0,expense,2023,February,2023-02,3939.0
2023-02-24,Development provide dark daughter.,Food & Drink,1945.39,expense,2023,February,2023-02,1945.39
2023-02-26,Term majority foot leader.,Other,1262.0,income,2023,February,2023-02,1262.0
2023-02-26,If among save herself.,Investment,4757.0,expense,2023,February,2023-02,4757.0
2023-02-26,Particularly score order modern.,Health & Fitness,922.33,expense,2023,February,2023-02,922.33
2023-02-28,Body lead there there early.,Rent,1015.8,expense,2023,February,2023-02,1015.8
2023-03-03,Worker always hold share.,Shopping,158.91,expense,2023,March,2023-03,158.91
2023-03-03,Fact huge fight.,Shopping,1328.26,expense,2023,March,2023-03,1328.26
2023-03-05,Coach family try ready.,Other,2638.0,income,2023,March,2023-03,2638.0
2023-03-05,Stop later reveal both.,Shopping,1404.44,expense,2023,March,2023-03,1404.44
2023-03-05,Career including late condition opportunity.,Health & Fitness,910.99,expense,2023,March,2023-03,910.99
2023-03-07,Bed food possible represent.,Entertainment,280.86,expense,2023,March,2023-03,280.86
2023-03-08,Before relationship plant.,Rent,319.27,expense,2023,March,2023-03,319.27
2023-03-08,Religious risk window partner civil.,Other,3072.0,income,2023,March,2023-03,3072.0
2023-03-08,Analysis color friend the.,Health & Fitness,1929.62,expense,2023,March,2023-03,1929.62
2023-03-08,Than condition republican.,Travel,932.06,expense,2023,March,2023-03,932.06
2023-03-10,Finally shoulder land.,Rent,323.65,expense,2023,March,2023-03,323.65
2023-03-10,Together whether about.,Food & Drink,437.89,expense,2023,March,2023-03,437.89
2023-03-12,Learn talk.,Utilities,191.51,expense,2023,March,2023-03,191.51
2023-03-13,Part management.,Health & Fitness,798.53,expense,2023,March,2023-03,798.53
2023-03-13,Process law kind over according.,Other,2631.0,income,2023,March,2023-03,2631.0
2023-03-13,People newspaper stay.,Utilities,71.85,expense,2023,March,2023-03,71.85
2023-03-15,Challenge president already.,Salary,1116.35,expense,2023,March,2023-03,1116.35
2023-03-15,Study fear turn any indicate.,Rent,929.47,expense,2023,March,2023-03,929.47
2023-03-16,Public particularly reality.,Utilities,251.69,expense,2023,March,2023-03,251.69
2023-03-16,Concern lay often use behavior.,Investment,1570.0,expense,2023,March,2023-03,1570.0
2023-03-18,Happy her attack interview.,Other,3549.0,income,2023,March,2023-03,3549.0
2023-03-18,Fall care.,Rent,1168.82,expense,2023,March,2023-03,1168.82
2023-03-21,Money modern receive partner.,Rent,53.38,expense,2023,March,2023-03,53.38
2023-03-22,Role pick would low read.,Other,1555.0,income,2023,March,2023-03,1555.0
2023-03-23,Participant first moment yet.,Other,1503.0,income,2023,March,2023-03,1503.0
2023-03-23,Pass market role.,Other,914.0,income,2023,March,2023-03,914.0
2023-03-23,Space this discussion fact.,Other,3735.0,income,2023,March,2023-03,3735.0
2023-03-24,Brother let.,Shopping,1369.59,expense,2023,March,2023-03,1369.59
2023-03-27,Son yourself increase.,Investment,2033.0,expense,2023,March,2023-03,2033.0
2023-03-29,Night point action cut.,Salary,1768.01,expense,2023,March,2023-03,1768.01
2023-03-30,So film media.,Investment,2917.0,expense,2023,March,2023-03,2917.0
2023-03-31,Box four.,Salary,131.35,expense,2023,March,2023-03,131.35
2023-03-31,Pattern ahead compare form full.,Utilities,844.28,expense,2023,March,2023-03,844.28
2023-04-01,Something population loss physical.,Entertainment,1265.2,expense,2023,April,2023-04,1265.2
2023-04-01,Leg sport until argue.,Food & Drink,1978.91,expense,2023,April,2023-04,1978.91
2023-04-04,North question new.,Health & Fitness,964.57,expense,2023,April,2023-04,964.57
2023-04-07,Officer forward trouble.,Health & Fitness,1826.23,expense,2023,April,2023-04,1826.23
2023-04-08,Wide exactly.,Shopping,548.17,expense,2023,April,2023-04,548.17
2023-04-09,Worker phone success number.,Investment,740.0,expense,2023,April,2023-04,740.0
2023-04-10,Organization ten seem.,Travel,126.6,expense,2023,April,2023-04,126.6
2023-04-10,Even beautiful.,Health & Fitness,1536.02,expense,2023,April,2023-04,1536.02
2023-04-13,Later week democratic few.,Utilities,209.27,expense,2023,April,2023-04,209.27
